;lon,lat,descr
-3.77719, 41.96752, "Num 3438"
8.77167, 41.98778, "Num 352"
-4.42338, 41.98817, "Num 3221"
2.84826, 41.99165, "Num 47673"
-4.50299, 41.99247, "Num 48529"
-5.6604, 42.00529, "Num 3217"
1.29387, 42.00709, "Num 3309"
2.99822, 42.01088, "Num 47672"
-5.84515, 42.02305, "Num 48551"
0.13517, 42.02324, "Num 3453"
-6.8271, 42.03296, "Num 48549"
0.15343, 42.04614, "Num 47838"
-7.10003, 42.05446, "Num 3213"
-4.55998, 42.05974, "Num 40656"
-5.68604, 42.06399, "Num 3216"
-4.21794, 42.0707, "Num 3220"
-5.69741, 42.07368, "Num 22234"
-0.44947, 42.11143, "Num 47839"
-0.16119, 42.11211, "Num 3452"
2.90314, 42.13191, "Num 47671"
3.06766, 42.13873, "Num 22107"
-0.32817, 42.14408, "Num 3451"
-8.62562, 42.15834, "Num 27227"
1.31424, 42.16106, "Num 47687"
-8.61522, 42.16758, "Num 48553"
-8.72097, 42.19185, "Num 22243"
1.32768, 42.20492, "Num 47686"
-8.77486, 42.20944, "Num 22244"
-8.76362, 42.21392, "Num 22248"
-8.68442, 42.21741, "Num 22242"
2.8261, 42.22176, "Num 52526"
2.82586, 42.22179, "Num 22108"
-8.7575, 42.2232, "Num 48555"
2.98398, 42.24275, "Num 47670"
-8.69645, 42.24639, "Num 22241"
2.98521, 42.25497, "Num 22106"
-7.87489, 42.28674, "Num 3214"
-7.89616, 42.28741, "Num 48546"
-1.97582, 42.29819, "Num 47906"
-8.14314, 42.30279, "Num 3215"
-3.70262, 42.30492, "Num 48492"
2.93525, 42.30851, "Num 4825"
-1.98491, 42.31171, "Num 22188"
-2.09643, 42.3192, "Num 22187"
-3.68386, 42.32551, "Num 3437"
1.40414, 42.32944, "Num 47684"
-2.50513, 42.33636, "Num 47910"
-3.69673, 42.35728, "Num 48493"
-7.85486, 42.36818, "Num 48545"
1.74788, 42.37329, "Num 3411"
-3.20603, 42.41789, "Num 48491"
-2.87701, 42.4404, "Num 48490"
-8.86388, 42.44229, "Num 48538"
-2.4514, 42.44306, "Num 47911"
-2.45138, 42.44331, "Num 47912"
-6.07721, 42.44618, "Num 3208"
-2.4381, 42.45865, "Num 47916"
-2.4372, 42.45872, "Num 47918"
-2.4525, 42.45883, "Num 47915"
-2.45273, 42.45888, "Num 47914"
-2.43239, 42.45898, "Num 47919"
-2.45492, 42.46859, "Num 47920"
-2.43346, 42.46907, "Num 47922"
2.85829, 42.47531, "Num 42462"
9.48207, 42.47734, "Num 354"
-8.65242, 42.49824, "Num 48543"
-8.71273, 42.5086, "Num 48542"
1.53308, 42.51047, "Num 47669"
1.52445, 42.519, "Num 47666"
2.79973, 42.51944, "Num 49199"
1.55964, 42.52191, "Num 47668"
-0.3576, 42.52504, "Num 47840"
1.52058, 42.5252, "Num 47665"
3.06111, 42.52646, "Num 2632"
-2.77755, 42.53836, "Num 48489"
-5.62147, 42.54812, "Num 48525"
8.82709, 42.56947, "Num 2257"
-2.87993, 42.56991, "Num 48488"
-6.53807, 42.57115, "Num 3210"
-6.71159, 42.57528, "Num 3211"
-6.21524, 42.57947, "Num 22235"
-5.62279, 42.58808, "Num 48524"
2.8565, 42.59914, "Num 206"
9.4823, 42.61113, "Num 52399"
-3.10382, 42.63919, "Num 48487"
1.83424, 42.64985, "Num 9033"
-2.90214, 42.65074, "Num 48537"
2.5502, 42.65229, "Num 42886"
2.92639, 42.65444, "Num 205"
-4.3167, 42.65625, "Num 48494"
2.80967, 42.66013, "Num 48132"
-8.83256, 42.67384, "Num 48536"
