X,Y,TYPE,SPEED,DIRTYPE,DIRECTION
-3.6819900,42.4511900,5,0,0,0
-3.7141700,42.5715900,5,0,0,0
-3.8017100,42.7099900,5,0,0,0
-3.8022700,42.7548300,5,0,0,0
-3.7969600,42.7619400,5,0,0,0
-3.7688900,42.8023100,5,0,0,0
-5.8965200,36.3931000,5,0,0,0
-4.6448600,37.5355800,5,0,0,0
-4.6987000,37.6213400,5,0,0,0
-4.7033000,37.6453300,5,0,0,0
-4.7223700,37.6650400,5,0,0,0
-4.7308200,37.6719500,5,0,0,0
-4.7313100,37.6746100,5,0,0,0
-2.2518000,39.5302000,5,0,0,0
-3.4747700,40.4475900,5,0,0,0
-4.5044000,37.6874000,5,0,0,0
-3.7388000,40.4407000,5,0,0,0
2.1070300,41.4936700,5,0,0,0
2.2379200,41.5630000,5,0,0,0
1.3146000,42.1618000,5,0,0,0
1.5248000,41.6262000,5,0,0,0
0.8247000,41.5408600,5,0,0,0
2.0371700,41.5535600,5,0,0,0
-6.6908100,39.4264500,5,0,0,0
-1.6568700,42.0420300,5,0,0,0
-4.1086200,43.3642800,5,0,0,0
-4.2177000,43.3157000,5,0,0,0
-4.1313100,42.9881000,5,0,0,0
0.4777800,40.4860400,5,0,0,0
0.5878000,40.7049000,5,0,0,0
0.5928000,40.6406000,5,0,0,0
0.8458900,41.5316100,5,0,0,0
0.6801400,41.6048200,5,0,0,0
0.7188400,41.5906600,5,0,0,0
0.7170000,41.5912700,5,0,0,0
0.6206400,41.6149200,5,0,0,0
0.6131400,41.6155800,5,0,0,0
0.6156900,41.6231500,5,0,0,0
1.1782100,41.3511600,5,0,0,0
-0.9052900,41.6320600,5,0,0,0
-0.3346300,39.3826600,5,0,0,0
0.5084000,40.5466700,5,0,0,0
-3.4659600,40.4451800,5,0,0,0
-3.6560400,40.4178500,5,0,0,0
-3.8562500,40.4186000,5,0,0,0
1.8740200,41.9037400,5,0,0,0
-2.9615700,43.3086000,5,0,0,0
-2.9676200,43.3153300,5,0,0,0
-4.9705000,37.6043000,5,0,0,0
-0.4786000,39.5156300,5,0,0,0
-0.3572200,39.4577700,5,0,0,0
-3.7574600,37.7892900,5,0,0,0
-0.3988800,39.4527700,5,0,0,0
-2.8035100,43.2489300,5,0,0,0
-3.1777000,39.7697200,5,0,0,0
-0.1241700,40.0121000,5,0,0,0
-4.4786400,40.8074000,5,0,0,0
-3.7456300,40.4074400,5,0,0,0
2.9301900,39.7153800,5,0,0,0
2.7185700,39.5713100,5,0,0,0
2.8777400,39.5696600,5,0,0,0
2.8338000,39.6740800,5,0,0,0
-2.8334500,40.8612600,5,0,0,0
0.1586900,40.1536600,5,0,0,0
-3.5076200,40.4125700,5,0,0,0
1.8808100,41.5660500,5,0,0,0
1.7957400,41.7581700,5,0,0,0
1.7881900,41.7747600,5,0,0,0
1.7910700,41.7783500,5,0,0,0
-8.6603000,42.3189000,5,0,0,0
-8.6598000,42.2929000,5,0,0,0
-8.6411000,42.3907000,5,0,0,0
-0.3850000,39.1764000,5,0,0,0
-0.3288000,39.1512000,5,0,0,0
-0.1674000,39.8613000,5,0,0,0
-4.5544000,40.4303000,5,0,0,0
0.1597000,41.9336000,5,0,0,0
-4.7525800,41.6605500,5,0,0,0
1.3134000,41.3532000,5,0,0,0
1.2406000,41.3922000,5,0,0,0
-5.6561000,43.5244000,5,0,0,0
1.4405000,41.2872000,5,0,0,0
-1.9952200,42.2951600,5,0,0,0
-3.4501000,40.3447000,5,0,0,0
2.1974000,41.4480000,5,0,0,0
-0.2253000,39.8121000,5,0,0,0
-4.0846000,43.3577000,5,0,0,0
-4.1128000,43.3557000,5,0,0,0
-4.2313000,43.3106000,5,0,0,0
-3.7201300,40.5015200,5,0,0,0
-3.9869800,40.6202900,5,0,0,0
-3.6734100,40.5525400,5,0,0,0
-4.1199600,40.3747300,5,0,0,0
-3.6859000,40.4790000,5,0,0,0
-3.5194400,40.2734200,5,0,0,0
-3.6031300,40.2204400,5,0,0,0
-3.7059000,40.5820200,5,0,0,0
-3.6179900,40.4584300,5,0,0,0
-3.7943600,40.2086300,5,0,0,0
-3.7900600,40.3083000,5,0,0,0
-3.6122200,40.0644300,5,0,0,0
-3.6432900,40.4584700,5,0,0,0
-3.6409100,40.4610300,5,0,0,0
-4.1521200,40.5752000,5,0,0,0
-3.7329100,40.4324000,5,0,0,0
-3.5347100,40.5412500,5,0,0,0
-3.8175100,40.4534000,5,0,0,0
-4.0992800,40.6620300,5,0,0,0
-3.6926900,40.3402400,5,0,0,0
-3.7041600,40.3959300,5,0,0,0
-3.9956400,40.6475300,5,0,0,0
-3.7182800,40.5028400,5,0,0,0
-3.6063900,40.0813900,5,0,0,0
-3.8329100,40.4375200,5,0,0,0
-3.6407500,40.4788700,5,0,0,0
-3.7542800,40.4887500,5,0,0,0
-3.4002100,40.4839500,5,0,0,0
-3.9838500,40.6567500,5,0,0,0
-3.9310100,40.3013400,5,0,0,0
-3.6076500,40.4717500,5,0,0,0
-3.6161100,40.2225000,5,0,0,0
-3.7247200,40.4302800,5,0,0,0
-3.7192200,40.6089700,5,0,0,0
-3.6605600,40.4444400,5,0,0,0
-3.9009200,40.5009900,5,0,0,0
-4.0416700,40.5780600,5,0,0,0
-3.6030600,40.0169400,5,0,0,0
-3.6236500,40.3866800,5,0,0,0
-3.8047200,40.3080600,5,0,0,0
-3.7141700,40.4077800,5,0,0,0
-3.6231400,40.4544800,5,0,0,0
-3.8469400,40.2219400,5,0,0,0
-3.4779200,40.4849300,5,0,0,0
-3.6081500,40.0422200,5,0,0,0
-3.7420000,40.4380000,5,0,0,0
-5.4427800,40.9310100,5,0,0,0
-4.6413800,40.9830800,5,0,0,0
-4.6487000,40.3068200,5,0,0,0
-4.8968100,40.6019600,5,0,0,0
-5.1966600,40.5276200,5,0,0,0
-4.2130700,40.7197400,5,0,0,0
-5.7272500,40.9512100,5,0,0,0
-5.3474500,40.9289100,5,0,0,0
-5.2191700,40.9086100,5,0,0,0
-5.9663600,38.9709900,5,0,0,0
-6.4762200,38.3788900,5,0,0,0
-6.4367100,38.8856300,5,0,0,0
-6.9384900,38.9252200,5,0,0,0
-6.0079600,39.0074500,5,0,0,0
-6.3655800,38.8339300,5,0,0,0
-6.1189000,38.9902900,5,0,0,0
-6.7281200,38.8532600,5,0,0,0
-6.0169400,38.2461100,5,0,0,0
-3.5242600,39.6011000,5,0,0,0
-3.9340800,38.9790200,5,0,0,0
-3.9498100,38.9639700,5,0,0,0
-3.0378000,39.1616600,5,0,0,0
-3.4722800,39.3149500,5,0,0,0
-3.5979100,39.0790000,5,0,0,0
-3.9122200,39.0752800,5,0,0,0
-4.0615300,38.8403900,5,0,0,0
-4.0434400,38.8724100,5,0,0,0
-4.0631400,38.8250600,5,0,0,0
-3.5006200,39.2309900,5,0,0,0
-3.1975000,39.0912900,5,0,0,0
-3.3881700,38.9216500,5,0,0,0
-6.0912900,38.9921700,5,0,0,0
-5.8567100,39.3367300,5,0,0,0
-5.7969200,38.9909800,5,0,0,0
-6.0498200,39.1751200,5,0,0,0
-5.8540300,39.4814400,5,0,0,0
2.0730400,41.3760300,5,0,0,0
2.0835200,41.3780600,5,0,0,0
1.9426600,41.2653300,5,0,0,0
2.2027800,41.4429900,5,0,0,0
2.1349300,41.4153800,5,0,0,0
2.1405200,41.4043500,5,0,0,0
2.1681400,41.4124800,5,0,0,0
2.1645800,41.4118000,5,0,0,0
2.1764100,41.4151700,5,0,0,0
2.1744400,41.4219900,5,0,0,0
2.1537200,41.4354000,5,0,0,0
2.4575300,41.5413700,5,0,0,0
2.1842100,41.4364300,5,0,0,0
2.1538900,41.3616600,5,0,0,0
1.7252800,41.3220300,5,0,0,0
1.7265300,41.3019200,5,0,0,0
2.5484800,41.5827400,5,0,0,0
2.2136200,41.5238400,5,0,0,0
2.5015200,41.5572900,5,0,0,0
2.1421700,41.3697400,5,0,0,0
2.1359400,41.3648300,5,0,0,0
2.1296900,41.3923100,5,0,0,0
2.1326800,41.3977600,5,0,0,0
2.1023500,41.3825600,5,0,0,0
2.1544400,41.3992200,5,0,0,0
1.7033000,41.4041300,5,0,0,0
1.7120900,41.3755700,5,0,0,0
2.1536400,41.4381300,5,0,0,0
1.8624700,41.7501800,5,0,0,0
2.1845900,41.4835700,5,0,0,0
1.7449700,41.3557100,5,0,0,0
2.0370200,41.5166800,5,0,0,0
1.9997100,41.4453600,5,0,0,0
1.8094100,41.7480300,5,0,0,0
1.8148000,41.7278000,5,0,0,0
2.2667900,41.6271800,5,0,0,0
1.7806700,41.2341100,5,0,0,0
2.0915600,41.3523500,5,0,0,0
2.6475300,41.7446600,5,0,0,0
2.5104400,41.6990800,5,0,0,0
2.5078500,41.6967700,5,0,0,0
2.5741000,41.7262600,5,0,0,0
2.3522100,41.5864800,5,0,0,0
2.4643700,41.5590100,5,0,0,0
2.0147600,41.4081800,5,0,0,0
1.5117900,41.6179300,5,0,0,0
2.2438600,41.9748000,5,0,0,0
1.8233100,41.7414100,5,0,0,0
1.7393200,41.5961300,5,0,0,0
2.5370100,41.5849300,5,0,0,0
2.3941900,41.5704700,5,0,0,0
1.2059200,41.6640200,5,0,0,0
1.8871000,41.7801100,5,0,0,0
2.0544400,41.3544400,5,0,0,0
2.0125500,41.5461000,5,0,0,0
1.9652800,41.5305600,5,0,0,0
2.3806800,41.5133300,5,0,0,0
2.1497700,41.3504200,5,0,0,0
2.1944500,41.4093600,5,0,0,0
2.2816700,41.4730600,5,0,0,0
1.8906300,41.4582000,5,0,0,0
-3.4544100,42.4327600,5,0,0,0
-3.4885000,42.3677000,5,0,0,0
-3.4665000,42.4091000,5,0,0,0
-3.5736100,42.4350000,5,0,0,0
-3.5605600,42.4636100,5,0,0,0
-4.4603500,43.3707000,5,0,0,0
-3.4077400,42.4731200,5,0,0,0
-3.4915600,43.4213000,5,0,0,0
1.7417900,41.3893300,5,0,0,0
-4.0725400,43.3570800,5,0,0,0
-3.8376500,43.4510900,5,0,0,0
-3.8531300,43.3962500,5,0,0,0
-3.6688700,43.4665500,5,0,0,0
-4.5011900,43.3757500,5,0,0,0
-3.4147200,43.4047200,5,0,0,0
-3.6071100,43.4068500,5,0,0,0
-1.8396300,43.3311100,5,0,0,0
-1.9719700,43.2979700,5,0,0,0
-3.4893600,43.4139100,5,0,0,0
-3.7001100,42.3165500,5,0,0,0
-4.3538400,42.4123500,5,0,0,0
-3.5685500,42.1310700,5,0,0,0
-3.1227900,41.9676800,5,0,0,0
-3.4833900,43.0160800,5,0,0,0
-3.4961000,43.0614600,5,0,0,0
-4.0791200,42.3944000,5,0,0,0
-1.6734700,42.7986000,5,0,0,0
-1.6753000,42.2023000,5,0,0,0
-3.7114100,40.9324600,5,0,0,0
-3.9286200,40.8181400,5,0,0,0
-3.7139000,40.9300700,5,0,0,0
-3.4766300,41.0350500,5,0,0,0
-3.2414800,41.2329200,5,0,0,0
-3.7634300,40.8954600,5,0,0,0
-3.8350000,40.8601400,5,0,0,0
-3.7362600,40.9140800,5,0,0,0
-3.9974500,40.7720900,5,0,0,0
-3.2017500,41.0448900,5,0,0,0
-3.0889600,40.9456000,5,0,0,0
-3.1087800,40.6009400,5,0,0,0
-4.4819400,36.6927600,5,0,0,0
-7.3193000,37.2208000,5,0,0,0
-4.4256000,36.7203900,5,0,0,0
-5.9037500,37.4250100,5,0,0,0
-6.1900400,37.3847200,5,0,0,0
-4.4332800,36.7169600,5,0,0,0
-4.1904500,36.7159300,5,0,0,0
-4.2093700,36.7146700,5,0,0,0
-5.1514600,43.3641400,5,0,0,0
-4.6281900,36.5285400,5,0,0,0
-4.8347400,37.2760100,5,0,0,0
-6.3011700,38.2497100,5,0,0,0
-4.2628100,36.7238600,5,0,0,0
-4.5206900,36.7059900,5,0,0,0
-5.8995900,37.2998700,5,0,0,0
-4.4470500,36.9553600,5,0,0,0
-4.4227200,36.8843600,5,0,0,0
-6.1205600,37.5833200,5,0,0,0
-5.9787800,37.2849000,5,0,0,0
-3.4494400,36.8911400,5,0,0,0
-1.9529100,37.3061000,5,0,0,0
-3.4601600,36.8475600,5,0,0,0
-5.9089800,37.1619500,5,0,0,0
-5.9398900,37.0018000,5,0,0,0
-4.4541100,36.7286100,5,0,0,0
-3.4980200,38.4105400,5,0,0,0
-3.7278300,37.7695100,5,0,0,0
-3.4811000,38.0456600,5,0,0,0
-5.9364800,37.2800700,5,0,0,0
-5.7544400,36.1844400,5,0,0,0
-6.0967300,36.6910000,5,0,0,0
-4.9760700,37.5965500,5,0,0,0
-7.0127900,37.2767600,5,0,0,0
-6.6731400,37.3422400,5,0,0,0
-0.1861600,38.9974200,5,0,0,0
-0.5007500,39.4271800,5,0,0,0
-4.7072200,41.6638900,5,0,0,0
-0.4027100,39.4752400,5,0,0,0
-0.3645600,39.4967600,5,0,0,0
-0.7019200,38.2793500,5,0,0,0
-0.5931900,39.3590500,5,0,0,0
-0.5170500,39.4105300,5,0,0,0
-0.3503300,39.4517800,5,0,0,0
-0.4025400,39.4854800,5,0,0,0
-0.4133400,39.4955700,5,0,0,0
-0.4991100,39.5638200,5,0,0,0
-0.5643200,38.2013000,5,0,0,0
-6.1925000,37.3793000,5,0,0,0
-0.4047300,39.3086500,5,0,0,0
-0.4418400,39.5803600,5,0,0,0
-0.4670200,39.4264900,5,0,0,0
-0.3922600,39.4477100,5,0,0,0
-0.3450000,39.4274500,5,0,0,0
-0.2981300,39.6301800,5,0,0,0
-0.3743200,39.4347000,5,0,0,0
-0.6185800,38.3462100,5,0,0,0
-0.2352800,39.7425000,5,0,0,0
-0.5846000,39.6386100,5,0,0,0
-0.0566700,39.9600000,5,0,0,0
-0.4436000,39.8175000,5,0,0,0
-0.2340000,39.7186100,5,0,0,0
-3.1939500,39.0429600,5,0,0,0
-3.0400300,39.1384600,5,0,0,0
-1.1184500,37.8666700,5,0,0,0
-1.1611100,37.9736100,5,0,0,0
-1.0084900,37.6283400,5,0,0,0
-1.4738100,37.7519900,5,0,0,0
-1.0201800,37.6444800,5,0,0,0
-1.0209100,37.6776100,5,0,0,0
-1.0401600,37.6584900,5,0,0,0
-1.1296000,38.0079200,5,0,0,0
-1.4107700,37.8545500,5,0,0,0
-1.0345200,37.6531200,5,0,0,0
-0.8609600,37.7169200,5,0,0,0
-1.3986100,37.8213900,5,0,0,0
-0.8613600,37.7215300,5,0,0,0
-1.1425000,37.8977700,5,0,0,0
-1.1543500,37.9999200,5,0,0,0
-0.8991700,37.6583700,5,0,0,0
-0.8331900,37.6433800,5,0,0,0
-0.7780700,37.6194500,5,0,0,0
-1.1529100,37.9070400,5,0,0,0
-1.1389900,37.8865600,5,0,0,0
-1.1416400,37.8912000,5,0,0,0
-1.4069200,37.8294100,5,0,0,0
-1.2335200,38.0280600,5,0,0,0
-1.1399600,37.8884300,5,0,0,0
-3.1274900,40.0563700,5,0,0,0
-3.1143400,40.0349500,5,0,0,0
1.2393100,41.1450000,5,0,0,0
2.8222400,39.6677600,5,0,0,0
2.6253500,41.7449000,5,0,0,0
2.8142100,41.9696500,5,0,0,0
2.8186700,41.9827400,5,0,0,0
2.5594100,41.7420100,5,0,0,0
0.5924700,41.5953200,5,0,0,0
1.3376300,41.6360600,5,0,0,0
0.5569100,41.5417500,5,0,0,0
-5.7194500,42.9828300,5,0,0,0
1.0992500,41.1459800,5,0,0,0
0.5283600,41.5636900,5,0,0,0
0.4137400,41.4656200,5,0,0,0
1.1959500,41.9057300,5,0,0,0
0.4451400,41.4835400,5,0,0,0
0.7183300,41.6798200,5,0,0,0
0.7102000,41.5938100,5,0,0,0
0.5497400,41.5741000,5,0,0,0
1.2479100,41.6842500,5,0,0,0
1.1937400,41.6614900,5,0,0,0
1.1422300,41.6616700,5,0,0,0
0.8249000,42.6982000,5,0,0,0
0.7971000,42.7127000,5,0,0,0
-0.1515000,42.1094500,5,0,0,0
-0.0193400,42.0524000,5,0,0,0
0.1319400,41.1036100,5,0,0,0
0.1458200,41.9902800,5,0,0,0
-3.2467600,41.2302500,5,0,0,0
-0.8611000,41.6711000,5,0,0,0
-0.9071000,41.6556000,5,0,0,0
-0.8729000,41.6469000,5,0,0,0
-0.8759000,41.6454000,5,0,0,0
-0.8839000,41.6729000,5,0,0,0
-0.9122000,41.6242000,5,0,0,0
-0.9236000,41.6291900,5,0,0,0
-0.9122000,41.6361000,5,0,0,0
-0.9193000,41.6171000,5,0,0,0
-0.8958500,41.6680200,5,0,0,0
-0.8897700,41.6840800,5,0,0,0
-0.8298100,41.6796500,5,0,0,0
-0.9260500,41.6717200,5,0,0,0
-0.9383300,41.6616700,5,0,0,0
-0.8597800,41.6683300,5,0,0,0
0.5706400,40.7287200,5,0,0,0
1.1920200,41.1022000,5,0,0,0
0.5410800,40.7543400,5,0,0,0
1.2789600,41.1228900,5,0,0,0
1.1830600,41.1280600,5,0,0,0
1.1175000,41.1552700,5,0,0,0
1.2625000,41.1436100,5,0,0,0
1.2537000,41.1302800,5,0,0,0
1.2400000,41.1308300,5,0,0,0
1.2261100,41.1137000,5,0,0,0
1.2408300,41.1147200,5,0,0,0
1.2413600,41.1183000,5,0,0,0
1.2463100,41.1328100,5,0,0,0
1.2680600,41.1186000,5,0,0,0
1.2400000,41.1555600,5,0,0,0
1.1355500,41.1850000,5,0,0,0
1.1302800,41.1038900,5,0,0,0
1.1496000,41.1288900,5,0,0,0
1.2595300,41.1233600,5,0,0,0
1.2640300,41.3926200,5,0,0,0
-4.3002800,42.0311100,5,0,0,0
-4.2353900,42.0586900,5,0,0,0
-4.2457700,42.0535800,5,0,0,0
-4.2923400,42.7138100,5,0,0,0
-4.5235300,41.9982600,5,0,0,0
-4.5269800,42.0051700,5,0,0,0
-4.5206700,41.9942400,5,0,0,0
-4.3610400,42.4076000,5,0,0,0
-4.3631300,42.4071400,5,0,0,0
-4.2993800,42.6322600,5,0,0,0
-4.3392000,41.9626300,5,0,0,0
-4.2541200,41.9389000,5,0,0,0
-5.8638600,43.3446700,5,0,0,0
-5.7086700,43.3354200,5,0,0,0
-5.5760200,43.3782600,5,0,0,0
-5.8670100,43.5074500,5,0,0,0
-5.8020500,43.3936900,5,0,0,0
-6.2703100,43.3593500,5,0,0,0
-6.0742700,43.4479000,5,0,0,0
-6.0908300,43.4915300,5,0,0,0
-5.7072900,42.9844400,5,0,0,0
-6.0642400,43.3932800,5,0,0,0
-5.8002200,43.3942800,5,0,0,0
-5.6674300,43.5088200,5,0,0,0
-4.5103500,43.3749200,5,0,0,0
-5.6826000,43.5331600,5,0,0,0
-6.0462100,43.4014600,5,0,0,0
-5.8003000,43.3221100,5,0,0,0
-5.7216300,43.3569100,5,0,0,0
-6.0193000,43.5428000,5,0,0,0
-4.7352700,43.3990300,5,0,0,0
-4.7323000,43.3973600,5,0,0,0
-4.6866900,43.3973300,5,0,0,0
-4.6770000,43.3962900,5,0,0,0
-5.5920000,43.3780000,5,0,0,0
-7.1906000,43.5435500,5,0,0,0
-5.4547200,41.1545000,5,0,0,0
-5.4063500,41.1660400,5,0,0,0
-5.5888400,41.0119800,5,0,0,0
-5.7347300,41.3214600,5,0,0,0
-6.3806000,41.8665200,5,0,0,0
-6.0168000,41.9996800,5,0,0,0
-5.9057700,42.0074700,5,0,0,0
-5.6705900,41.0203300,5,0,0,0
-5.5539100,41.5411300,5,0,0,0
-8.6272000,42.1796100,5,0,0,0
-6.2295400,42.0095100,5,0,0,0
-6.2831900,42.0092100,5,0,0,0
-8.4034200,43.3657900,5,0,0,0
-8.3977000,43.3810100,5,0,0,0
-8.3572900,43.3396900,5,0,0,0
-8.2986200,43.1996300,5,0,0,0
-8.3467500,43.3224900,5,0,0,0
-8.4022400,43.3346100,5,0,0,0
-8.9522200,42.5863900,5,0,0,0
-9.0077800,42.6077800,5,0,0,0
-8.1733300,43.5016700,5,0,0,0
-8.1950000,43.5027800,5,0,0,0
-8.1950000,43.5044400,5,0,0,0
-7.6149900,43.1080000,5,0,0,0
-7.8080600,42.5511100,5,0,0,0
-7.5477800,42.9897200,5,0,0,0
-7.5772200,43.0255600,5,0,0,0
-7.5452800,42.9972200,5,0,0,0
-4.8622100,41.2401700,5,0,0,0
-4.3013800,41.3482000,5,0,0,0
-5.1786100,41.3444400,5,0,0,0
-4.8647900,41.2423200,5,0,0,0
-7.7201500,42.0879800,5,0,0,0
-4.7261400,41.6149000,5,0,0,0
-4.7525000,41.6380600,5,0,0,0
-4.7486100,41.6258300,5,0,0,0
-4.7630600,41.6347200,5,0,0,0
-4.8347200,41.7008300,5,0,0,0
-5.4427800,42.5327800,5,0,0,0
-5.4591700,42.5455600,5,0,0,0
-4.7380600,41.6394400,5,0,0,0
-4.7288900,41.6333300,5,0,0,0
-4.9408300,41.7855500,5,0,0,0
-4.7322200,41.6538800,5,0,0,0
-5.1574200,42.3439700,5,0,0,0
-4.7261400,41.6261000,5,0,0,0
-5.2149200,42.0998000,5,0,0,0
-5.0947500,41.9468400,5,0,0,0
-5.1474500,42.0311700,5,0,0,0
-5.6774300,41.9221200,5,0,0,0
-4.6936600,41.5172800,5,0,0,0
-4.6681700,41.4305400,5,0,0,0
-4.6811800,41.2908100,5,0,0,0
-5.2101800,41.6839400,5,0,0,0
-4.5995900,40.9949000,5,0,0,0
-8.8086100,42.1336100,5,0,0,0
-8.6266100,42.0947100,5,0,0,0
-8.7048000,42.5418500,5,0,0,0
-8.7110700,42.5614500,5,0,0,0
-8.6530200,42.4589900,5,0,0,0
-8.6550600,42.4874800,5,0,0,0
-8.6942200,42.5208800,5,0,0,0
-8.6582100,42.4222400,5,0,0,0
-8.6519600,42.4970800,5,0,0,0
-8.6810300,42.2165800,5,0,0,0
-8.6618800,42.2804100,5,0,0,0
-8.6743100,42.4130400,5,0,0,0
-8.6599200,42.2402900,5,0,0,0
-4.7261600,41.6701200,5,0,0,0
-5.7254600,42.0448300,5,0,0,0
-5.7222500,42.0899500,5,0,0,0
-5.6593500,42.8693400,5,0,0,0
-5.5162000,42.5696700,5,0,0,0
-6.8237400,42.5029800,5,0,0,0
-6.7989800,42.5231200,5,0,0,0
-5.5912400,42.5365300,5,0,0,0
-7.0359900,42.4114700,5,0,0,0
-7.0580600,42.4136000,5,0,0,0
-7.3183400,41.9764300,5,0,0,0
-3.6729000,40.4728000,5,0,0,0
-4.7210000,41.6109400,5,0,0,0
-4.7020400,41.6344300,5,0,0,0
-4.7236300,41.5974400,5,0,0,0
-3.9808500,40.6150000,5,0,0,0
-0.4631000,39.1694000,5,0,0,0
-0.3609000,39.4285100,5,0,0,0
-2.8290000,42.9613000,5,0,0,0
-5.6761000,43.5373000,5,0,0,0
-4.8610000,41.5219000,5,0,0,0
-8.1544000,43.4155000,5,0,0,0
-8.7713000,42.2110000,5,0,0,0
-8.7742000,42.2113100,5,0,0,0
-8.6841700,42.2172200,5,0,0,0
-8.6565000,42.1991000,5,0,0,0
-8.6535000,42.1947000,5,0,0,0
-5.5484000,43.3743000,5,0,0,0
-3.6251200,40.4203400,3,0,0,0
-3.7008000,40.4892400,3,0,0,0
-3.6754000,40.4248000,3,0,0,0
-3.5254100,40.5055300,3,0,0,0
-0.5288100,38.9899200,3,0,0,0
-0.5198200,38.9911500,3,0,0,0
-0.4892000,39.4309400,3,0,0,0
-0.3898100,39.4772000,3,0,0,0
2.0666700,41.2833300,3,0,0,0
2.1495400,41.3960800,3,0,0,0
2.1587300,41.3819400,3,0,0,0
2.1608700,41.3974800,3,0,0,0
2.1619500,41.3899900,3,0,0,0
2.1634300,41.3972200,3,0,0,0
2.1756400,41.4002400,3,0,0,0
2.1849800,41.4072400,3,0,0,0
3.3833100,39.6058100,3,0,0,0
-3.6691100,40.4246800,3,0,0,0
-5.9869100,37.3677200,3,0,0,0
-3.6958300,40.4642000,3,0,0,0
-3.6936800,40.4029200,3,0,0,0
-3.6816400,40.4250300,3,0,0,0
-4.7184400,41.6362600,3,0,0,0
-4.7696400,37.8866900,3,0,0,0
-3.7024100,40.4149800,3,0,0,0
-3.6956300,40.4106600,3,0,0,0
-3.6958800,40.4136600,3,0,0,0
-3.6971300,40.4154000,3,0,0,0
-3.7004400,40.4164800,3,0,0,0
-3.6994700,40.4126400,3,0,0,0
-3.6967400,40.4169800,3,0,0,0
-3.6983300,40.4175100,3,0,0,0
-3.6936300,40.4125800,3,0,0,0
17.2559528,47.6070444,2,30,0,0
4.9393300,45.7178400,5,110,0,0
5.4140900,46.0941900,5,110,0,0
5.4170300,46.0947400,5,110,0,0
5.4243300,46.0963900,5,110,0,0
5.4372200,46.1019900,5,110,0,0
5.4460600,46.1052200,5,110,0,0
5.4553700,46.1067800,5,110,0,0
4.7022900,46.3538500,5,110,0,0
4.7270000,46.3356800,5,110,0,0
4.7785100,46.7573500,5,110,0,0
5.4628200,46.1100100,5,110,0,0
5.4669100,46.1134500,5,110,0,0
5.5166400,46.1310300,5,110,0,0
5.5306800,46.1378600,5,110,0,0
5.5424300,46.1344400,5,110,0,0
5.5767100,46.1266700,5,110,0,0
5.6417700,46.1514400,5,110,0,0
5.7525300,46.1678100,5,110,0,0
5.8022200,46.1087500,5,110,0,0
5.8129500,46.1050300,5,110,0,0
5.9040300,46.0658700,5,110,0,0
5.9061100,46.0763900,5,110,0,0
5.9678700,46.2035300,5,110,0,0
6.1347200,46.1391700,5,110,0,0
6.1481900,46.1467200,5,110,0,0
6.2952900,45.3504500,5,110,0,0
6.3242600,46.2544400,5,110,0,0
6.4193700,45.7309400,5,110,0,0
17.2444639,47.6029139,2,50,0,0
2.3004000,47.0269400,5,110,0,0
2.3287500,47.0416600,5,110,0,0
2.3306900,47.0427800,5,110,0,0
2.9867100,47.2581100,5,110,0,0
3.0072500,47.2127500,5,110,0,0
3.0436100,47.1395800,5,110,0,0
3.0467100,47.1476400,5,110,0,0
3.1268700,46.7851100,5,110,0,0
3.1607200,46.9419000,5,110,0,0
3.1636000,46.9452600,5,110,0,0
2.0312900,47.9086900,5,110,0,0
2.0518600,47.9070600,5,110,0,0
2.0624300,47.9070700,5,110,0,0
2.1007600,47.9061800,5,110,0,0
2.1318700,47.9047900,5,110,0,0
2.1727100,47.9084900,5,110,0,0
1.7278300,48.7981700,5,110,0,0
1.7366800,48.7984800,5,110,0,0
1.7747200,48.7986100,5,110,0,0
1.7808300,48.7994400,5,110,0,0
1.7956800,48.8014300,5,110,0,0
1.8008300,48.8018100,5,110,0,0
1.8185600,48.8007900,5,110,0,0
1.8436300,48.6898200,5,110,0,0
1.8676700,48.7096700,5,110,0,0
1.8883000,48.7932600,5,110,0,0
1.9301700,48.7982900,5,110,0,0
1.9733300,48.8005600,5,110,0,0
1.9850400,48.7997900,5,110,0,0
1.9997300,48.7987400,5,110,0,0
2.0081000,48.8934000,5,110,0,0
2.0111100,48.7977800,5,110,0,0
2.4108500,48.6293400,5,110,0,0
2.1838300,48.7409400,5,110,0,0
2.2104500,48.6354400,5,110,0,0
2.2175000,48.6343100,5,110,0,0
2.0428700,48.7968400,5,110,0,0
2.0491900,48.7944700,5,110,0,0
2.0613500,48.8537800,5,110,0,0
2.0853000,48.7928500,5,110,0,0
2.1057600,48.8411100,5,110,0,0
2.1070700,48.7910100,5,110,0,0
2.1136900,48.8403000,5,110,0,0
2.1336600,48.7886800,5,110,0,0
2.1524400,48.8320000,5,110,0,0
2.1759900,48.7807500,5,110,0,0
2.1807800,48.8356600,5,110,0,0
2.1938900,48.8388800,5,110,0,0
2.2002500,48.7791000,5,110,0,0
2.3037000,48.7275500,5,110,0,0
2.3125600,48.6990100,5,110,0,0
2.3162900,48.7341500,5,110,0,0
2.3225000,48.7443100,5,110,0,0
2.3248900,48.7460400,5,110,0,0
2.3727800,48.6598300,5,110,0,0
2.6401700,47.9863100,5,110,0,0
2.4248600,48.6204700,5,110,0,0
