;lon,lat,descr
4.56011, 51.50136, "[NB][SCHIJF-001]De Berg ( N51.50136 E4.56011 ) "
4.56678, 51.73347, "[ZH][STRIJEN-001]Schelpweg ( N51.73347 E4.56678 ) "
4.56691, 51.85884, "[ZH][RIDDERKERK-001]Rijksstraatweg ( N51.85884 E4.56691 ) "
4.57595, 51.8568, "[ZH][RIDDERKERK-002]Rijksstraatweg ( N51.8568 E4.57595 ) "
4.58366, 51.85531, "[ZH][RIJSOORD-003]Rijksstraatweg ( N51.85531 E4.58366 ) "
4.59206, 51.85461, "[ZH][RIDDERKERK-003]Geerlaan ( N51.85461 E4.59206 ) "
4.59418, 51.85129, "[ZH][RIJSOORD-002]Rijksstraatweg ( N51.85129 E4.59418 ) "
4.28133, 52.05092, "[ZH][DENHAAG-031]Loevesteinlaan                                                                   ( N52.05092 E4.28133 ) "
4.30778, 52.09194, "[ZH][DENHAAG-010]Laan Copes Van Cattenburgh ( N52.09194 E4.30778 ) "
4.32613, 52.07831, "[ZH][DENHAAG-012]Lekstraat ( N52.07831 E4.32613 ) "
4.34753, 52.00189, "[ZH][DELFT-001]Provincialeweg  ( N52.00189 E4.34753 ) "
4.34886, 51.99926, "[ZH][DELFT-004]Provincialeweg ( N51.99926 E4.34886 ) "
4.3665, 52.12503, "[ZH][WASSENAAR-010]Groot Haesebroekseweg ( N52.12503 E4.3665 ) "
4.37335, 52.13005, "[ZH][WASSENAAR-011]Groot Haesebroekseweg ( N52.13005 E4.37335 ) "
4.38165, 52.13619, "[ZH][WASSENAAR-012]Jagerslaan ( N52.13619 E4.38165 ) "
4.39956, 52.06886, "[ZH][DENHAAG-059]Zoetermeerse Rijweg ( N52.06886 E4.39956 ) "
4.43574, 52.23568, "[ZH][NOORDWIJK-002]Oude Zeeweg ( N52.23568 E4.43574 ) "
4.44753, 52.25033, "[ZH][NOORDWIJK-003]Northgodreef ( N52.25033 E4.44753 ) "
4.45813, 52.23978, "[ZH][NOORDWIJK-005]Gooweg ( N52.23978 E4.45813 ) "
4.4607, 51.93652, "[ZH][ROTTERDAM-043]Gordelweg ( N51.93652 E4.4607 ) "
4.46711, 51.90561, "[ZH][ROTTERDAM-033]Maastunnel ( N51.90561 E4.46711 ) "
4.47678, 52.22044, "[ZH][VOORHOUT-002]Leidsevaart ( N52.22044 E4.47678 ) "
4.47838, 52.21604, "[ZH][VOORHOUT-001]Leidsevaart ( N52.21604 E4.47838 ) "
4.48097, 52.02619, "[ZH][ZOETERMEER-007]Noordeindseweg ( N52.02619 E4.48097 ) "
4.4832, 52.02212, "[ZH][ZOETERMEER-006]Noordeindseweg ( N52.02212 E4.4832 ) "
4.48455, 52.01268, "[ZH][BERKEL_EN_RODENRIJS-002]Noordeindseweg ( N52.01268 E4.48455 ) "
4.48482, 52.00963, "[ZH][BERKEL_EN_RODENRIJS-001]Noordeindseweg ( N52.00963 E4.48482 ) "
